,id,name,supertype,subtypes,level,hp,types,evolvesFrom,abilities,attacks,weaknesses,resistances,retreatCost,convertedRetreatCost,set,number,artist,rarity,flavorText,nationalPokedexNumbers,legalities,images,tcgplayer,cardmarket,evolvesTo,rules,regulationMark,url,holofoil_price,reverse_holofoil_price
125,pop1-2,Metagross,Pokémon,['Stage 2'],,100,['Metal'],Metang,,"[{'name': 'Metal Claw', 'cost': ['Metal', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}, {'name': 'Hyper Beam', 'cost': ['Colorless', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '50', 'text': 'Flip a coin. If heads, discard 1 Energy attached to the Defending Pokémon.'}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Grass', 'value': '-30'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'pop1', 'name': 'POP Series 1', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2004/09/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop1/symbol.png', 'logo': 'https://images.pokemontcg.io/pop1/logo.png'}}",2,Ken Sugimori,Rare,,[376],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop1/2.png', 'large': 'https://images.pokemontcg.io/pop1/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop1-2', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 1.35, 'mid': 2.51, 'high': 4.16, 'market': 3.0, 'directLow': None}, 'holofoil': {'low': 0.99, 'mid': 2.88, 'high': 5.0, 'market': 3.08, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pop1-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 9.95, 'lowPrice': 3.0, 'trendPrice': 9.96, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 18.29, 'lowPriceExPlus': 8.95, 'avg1': 9.95, 'avg7': 11.71, 'avg30': 10.96, 'reverseHoloAvg1': 24.99, 'reverseHoloAvg7': 8.14, 'reverseHoloAvg30': 4.33}}",,,,,,
126,pl4-2,Froslass,Pokémon,['Stage 1'],45,80,['Water'],Snorunt,"[{'name': 'Snow Gift', 'text': 'Once during your turn, when you play Froslass from your hand to evolve 1 of your Pokémon, you may search your deck for any 1 card and put it into your hand. Shuffle your deck afterward.', 'type': 'Poké-Power'}]","[{'name': 'Ground Frost', 'cost': ['Water', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '50', 'text': 'If there is any Stadium Card in play, this attack does nothing.'}]","[{'type': 'Metal', 'value': '+20'}]",,['Colorless'],1.0,"{'id': 'pl4', 'name': 'Arceus', 'series': 'Platinum', 'printedTotal': 99, 'total': 111, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'AR', 'releaseDate': '2009/11/04', 'updatedAt': '2021/07/15 11:30:00', 'images': {'symbol': 'https://images.pokemontcg.io/pl4/symbol.png', 'logo': 'https://images.pokemontcg.io/pl4/logo.png'}}",2,TOKIYA,Rare Holo,It freezes prey by blowing its -58 degrees F breath. It is said to then secretly display its prey.,[478],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pl4/2.png', 'large': 'https://images.pokemontcg.io/pl4/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pl4-2', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 1.17, 'mid': 2.42, 'high': 29.97, 'market': 2.33, 'directLow': 1.42}, 'reverseHolofoil': {'low': 1.74, 'mid': 3.32, 'high': 4.99, 'market': 3.49, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pl4-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 1.08, 'lowPrice': 0.4, 'trendPrice': 1.63, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.4, 'reverseHoloLow': 0.4, 'reverseHoloTrend': 1.48, 'lowPriceExPlus': 0.99, 'avg1': 0.68, 'avg7': 1.57, 'avg30': 1.95, 'reverseHoloAvg1': 0.4, 'reverseHoloAvg7': 1.67, 'reverseHoloAvg30': 1.89}}",,,,,,
127,sm3-2,Metapod,Pokémon,['Stage 1'],,80,['Grass'],Caterpie,,"[{'name': 'Ram', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}, {'name': 'Shed Skin', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': 'Heal 40 damage from this Pokémon.'}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'sm3', 'name': 'Burning Shadows', 'series': 'Sun & Moon', 'printedTotal': 147, 'total': 177, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'BUS', 'releaseDate': '2017/08/05', 'updatedAt': '2022/10/11 21:39:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm3/symbol.png', 'logo': 'https://images.pokemontcg.io/sm3/logo.png'}}",2,Suwama Chiaki,Uncommon,Its shell is filled with its soft innards. It doesn't move much because of the risk it might carelessly spill its innards out.,[11],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm3/2.png', 'large': 'https://images.pokemontcg.io/sm3/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm3-2', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.02, 'mid': 0.17, 'high': 1.1, 'market': 0.11, 'directLow': 0.08}, 'reverseHolofoil': {'low': 0.04, 'mid': 0.25, 'high': 2.0, 'market': 0.25, 'directLow': 0.22}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm3-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.06, 'lowPrice': 0.02, 'trendPrice': 0.07, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.17, 'reverseHoloLow': 0.09, 'reverseHoloTrend': 0.19, 'lowPriceExPlus': 0.02, 'avg1': 0.03, 'avg7': 0.05, 'avg30': 0.08, 'reverseHoloAvg1': 0.1, 'reverseHoloAvg7': 0.19, 'reverseHoloAvg30': 0.21}}",['Butterfree'],,,,,
128,bw10-3,Lileep,Pokémon,['Restored'],,80,['Grass'],Root Fossil Lileep,"[{'name': 'Prehistoric Call', 'text': 'Once during your turn (before your attack), if this Pokémon is in your discard pile, you may put this Pokémon on the bottom of your deck.', 'type': 'Ability'}]","[{'name': 'Spiral Drain', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': 'Heal 10 damage from this Pokémon.'}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]","['Colorless', 'Colorless']",2.0,"{'id': 'bw10', 'name': 'Plasma Blast', 'series': 'Black & White', 'printedTotal': 101, 'total': 105, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PLB', 'releaseDate': '2013/08/14', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw10/symbol.png', 'logo': 'https://images.pokemontcg.io/bw10/logo.png'}}",3,Suwama Chiaki,Uncommon,It lived on the seafloor 100 million years ago and was reanimated scientifically.,[345],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw10/3.png', 'large': 'https://images.pokemontcg.io/bw10/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw10-3', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.19, 'mid': 0.38, 'high': 1.91, 'market': 0.35, 'directLow': 0.31}, 'reverseHolofoil': {'low': 0.21, 'mid': 0.84, 'high': 1.74, 'market': 0.57, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/bw10-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.29, 'lowPrice': 0.03, 'trendPrice': 0.23, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.48, 'reverseHoloLow': 0.05, 'reverseHoloTrend': 0.74, 'lowPriceExPlus': 0.07, 'avg1': 0.07, 'avg7': 0.22, 'avg30': 0.26, 'reverseHoloAvg1': 0.25, 'reverseHoloAvg7': 0.68, 'reverseHoloAvg30': 0.61}}",['Cradily'],['Put this card onto your Bench only with the effect of Root Fossil Lileep'],,,,
129,hgss4-4,Drapion,Pokémon,['Stage 1'],,100,['Darkness'],Skorupi,,"[{'name': 'Toxic Fang', 'cost': ['Darkness', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Poisoned. Put 2 damage counters instead of 1 on that Pokémon between turns.'}, {'name': 'Land Crush', 'cost': ['Darkness', 'Darkness', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '80', 'text': ''}]","[{'type': 'Fighting', 'value': '×2'}]","[{'type': 'Psychic', 'value': '-20'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'hgss4', 'name': 'HS—Triumphant', 'series': 'HeartGold & SoulSilver', 'printedTotal': 102, 'total': 103, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'TM', 'releaseDate': '2010/11/03', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/hgss4/symbol.png', 'logo': 'https://images.pokemontcg.io/hgss4/logo.png'}}",4,Sumiyoshi Kizuki,Rare Holo,It attacks people and Pokémon that cross the desert. This has only furthered its bad reputation.,[452],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hgss4/4.png', 'large': 'https://images.pokemontcg.io/hgss4/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hgss4-4', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 0.99, 'mid': 1.65, 'high': 2.99, 'market': 1.57, 'directLow': 1.0}, 'reverseHolofoil': {'low': 0.88, 'mid': 1.49, 'high': 4.0, 'market': 0.98, 'directLow': 0.93}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/hgss4-4', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 2.44, 'lowPrice': 0.1, 'trendPrice': 2.45, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 2.0, 'reverseHoloLow': 0.1, 'reverseHoloTrend': 3.31, 'lowPriceExPlus': 0.5, 'avg1': 2.75, 'avg7': 2.66, 'avg30': 2.27, 'reverseHoloAvg1': 1.0, 'reverseHoloAvg7': 2.38, 'reverseHoloAvg30': 2.98}}",,,,,,
130,ex13-3,Deoxys δ,Pokémon,['Basic'],,70,['Darkness'],,"[{'name': 'Form Change', 'text': ""Once during your turn (before your attack), you may search your deck for another Deoxys and switch it with Deoxys. (Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokémon.) If you do, put Deoxys on top of your deck. Shuffle your deck afterward. You can't use more than 1 Form Change Poké-Power each turn."", 'type': 'Poké-Power'}]","[{'name': 'Energy Loop', 'cost': ['Darkness', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60', 'text': 'Return 2 Energy attached to Deoxys to your hand.'}]","[{'type': 'Psychic', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'ex13', 'name': 'Holon Phantoms', 'series': 'EX', 'printedTotal': 110, 'total': 111, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'HP', 'releaseDate': '2006/05/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex13/symbol.png', 'logo': 'https://images.pokemontcg.io/ex13/logo.png'}}",3,Mitsuhiro Arita,Rare Holo,,[386],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex13/3.png', 'large': 'https://images.pokemontcg.io/ex13/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex13-3', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 9.1, 'mid': 16.47, 'high': 25.0, 'market': 20.34, 'directLow': 12.2}, 'reverseHolofoil': {'low': 31.77, 'mid': 36.99, 'high': 69.99, 'market': 48.77, 'directLow': 44.99}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/ex13-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 10.3, 'lowPrice': 1.9, 'trendPrice': 12.78, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 20.4, 'reverseHoloLow': 3.98, 'reverseHoloTrend': 26.07, 'lowPriceExPlus': 7.0, 'avg1': 15.52, 'avg7': 11.29, 'avg30': 10.86, 'reverseHoloAvg1': 12.0, 'reverseHoloAvg7': 17.21, 'reverseHoloAvg30': 27.09}}",,,,https://prices.pokemontcg.io/tcgplayer/ex13-3,20.34,48.77
131,bw6-1,Hoppip,Pokémon,['Basic'],,30,['Grass'],,,"[{'name': 'Flail Around', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '10×', 'text': 'Flip 3 coins. This attack does 10 damage times the number of heads.'}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'bw6', 'name': 'Dragons Exalted', 'series': 'Black & White', 'printedTotal': 124, 'total': 128, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'DRX', 'releaseDate': '2012/08/15', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw6/symbol.png', 'logo': 'https://images.pokemontcg.io/bw6/logo.png'}}",1,Kouki Saitou,Common,"It drifts on winds. It is said that when Hoppip gather in fields and mountains, spring is on the way.",[187],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw6/1.png', 'large': 'https://images.pokemontcg.io/bw6/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw6-1', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.1, 'mid': 0.25, 'high': 9.07, 'market': 0.23, 'directLow': None}, 'reverseHolofoil': {'low': 0.21, 'mid': 0.5, 'high': 4.6, 'market': 0.47, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/bw6-1', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.15, 'lowPrice': 0.02, 'trendPrice': 0.16, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.05, 'reverseHoloTrend': 0.62, 'lowPriceExPlus': 0.02, 'avg1': 0.25, 'avg7': 0.18, 'avg30': 0.16, 'reverseHoloAvg1': 1.5, 'reverseHoloAvg7': 0.51, 'reverseHoloAvg30': 0.49}}",['Skiploom'],,,,,
132,xy11-4,Skiploom,Pokémon,['Stage 1'],,70,['Grass'],Hoppip,,"[{'name': 'Splash', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'xy11', 'name': 'Steam Siege', 'series': 'XY', 'printedTotal': 114, 'total': 116, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'STS', 'releaseDate': '2016/08/03', 'updatedAt': '2019/04/10 19:59:00', 'images': {'symbol': 'https://images.pokemontcg.io/xy11/symbol.png', 'logo': 'https://images.pokemontcg.io/xy11/logo.png'}}",4,Eri Yamaki,Uncommon,It spreads its petals to absorb sunlight. It also floats in the air to get closer to the sun.,[188],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xy11/4.png', 'large': 'https://images.pokemontcg.io/xy11/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xy11-4', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.02, 'mid': 0.2, 'high': 2.0, 'market': 0.11, 'directLow': None}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.37, 'high': 1.38, 'market': 0.37, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/xy11-4', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.06, 'lowPrice': 0.02, 'trendPrice': 0.06, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.5, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.47, 'lowPriceExPlus': 0.02, 'avg1': 0.1, 'avg7': 0.03, 'avg30': 0.05, 'reverseHoloAvg1': 0.49, 'reverseHoloAvg7': 0.43, 'reverseHoloAvg30': 0.44}}",['Jumpluff'],,,,,
133,hgss4-5,Mamoswine,Pokémon,['Stage 2'],,140,['Water'],Piloswine,,"[{'name': 'Icy Wind', 'cost': ['Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40', 'text': 'The Defending Pokémon is now Asleep.'}, {'name': 'Snowstorm', 'cost': ['Water', 'Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '70', 'text': ""Does 20 damage to each of your opponent's Benched Pokémon that has any damage counters on it. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Metal', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless', 'Colorless']",4.0,"{'id': 'hgss4', 'name': 'HS—Triumphant', 'series': 'HeartGold & SoulSilver', 'printedTotal': 102, 'total': 103, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'TM', 'releaseDate': '2010/11/03', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/hgss4/symbol.png', 'logo': 'https://images.pokemontcg.io/hgss4/logo.png'}}",5,Kagemaru Himeno,Rare Holo,"A frozen Mamoswine was dug from ice dating back 10,000 years. This Pokémon has been around a long, long, long time.",[473],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hgss4/5.png', 'large': 'https://images.pokemontcg.io/hgss4/5_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hgss4-5', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 0.97, 'mid': 1.77, 'high': 3.4, 'market': 1.44, 'directLow': None}, 'reverseHolofoil': {'low': 1.18, 'mid': 1.55, 'high': 3.59, 'market': 1.55, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/hgss4-5', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 1.51, 'lowPrice': 0.1, 'trendPrice': 1.32, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 2.47, 'reverseHoloLow': 0.2, 'reverseHoloTrend': 2.51, 'lowPriceExPlus': 0.35, 'avg1': 0.4, 'avg7': 1.26, 'avg30': 1.27, 'reverseHoloAvg1': 3.38, 'reverseHoloAvg7': 2.17, 'reverseHoloAvg30': 1.99}}",,,,,,
134,sm5-3,Yanmega,Pokémon,['Stage 1'],,120,['Grass'],Yanma,,"[{'name': 'Supersonic', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '30', 'text': ""Your opponent's Active Pokémon is now Confused.""}, {'name': 'Cutting Wind', 'cost': ['Colorless', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '120', 'text': ''}]","[{'type': 'Lightning', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'sm5', 'name': 'Ultra Prism', 'series': 'Sun & Moon', 'printedTotal': 156, 'total': 178, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'UPR', 'releaseDate': '2018/02/02', 'updatedAt': '2019/02/19 23:25:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm5/symbol.png', 'logo': 'https://images.pokemontcg.io/sm5/logo.png'}}",3,SATOSHI NAKAI,Uncommon,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,[469],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm5/3.png', 'large': 'https://images.pokemontcg.io/sm5/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm5-3', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.01, 'mid': 0.2, 'high': 1.34, 'market': 0.08, 'directLow': 0.12}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.3, 'high': 8.97, 'market': 0.23, 'directLow': 0.23}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm5-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.04, 'lowPrice': 0.02, 'trendPrice': 0.07, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.28, 'reverseHoloLow': 0.09, 'reverseHoloTrend': 0.31, 'lowPriceExPlus': 0.02, 'avg1': 0.05, 'avg7': 0.02, 'avg30': 0.07, 'reverseHoloAvg1': 0.2, 'reverseHoloAvg7': 0.33, 'reverseHoloAvg30': 0.33}}",,,,,,
135,pl3-4,Electivire FB,Pokémon,"['Basic', 'SP']",50,90,['Lightning'],,,"[{'name': 'Dump and Draw', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Discard up to 2 Energy cards from your hand. For each card you discarded, draw 2 cards.'}, {'name': 'Electric Current', 'cost': ['Lightning', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40', 'text': 'Move a Lightning Energy card attached to Electivire FB to 1 of your Benched Pokémon.'}]","[{'type': 'Fighting', 'value': '×2'}]","[{'type': 'Metal', 'value': '-20'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'pl3', 'name': 'Supreme Victors', 'series': 'Platinum', 'printedTotal': 147, 'total': 153, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'SV', 'releaseDate': '2009/08/19', 'updatedAt': '2018/03/07 22:40:00', 'images': {'symbol': 'https://images.pokemontcg.io/pl3/symbol.png', 'logo': 'https://images.pokemontcg.io/pl3/logo.png'}}",4,Hironobu Yoshida,Rare Holo,,[466],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pl3/4.png', 'large': 'https://images.pokemontcg.io/pl3/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pl3-4', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 1.8, 'mid': 3.23, 'high': 7.97, 'market': 3.43, 'directLow': None}, 'reverseHolofoil': {'low': 1.89, 'mid': 2.06, 'high': 4.19, 'market': 1.48, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pl3-4', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 6.5, 'lowPrice': 0.5, 'trendPrice': 5.0, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 2.44, 'reverseHoloLow': 0.5, 'reverseHoloTrend': 2.85, 'lowPriceExPlus': 1.98, 'avg1': 10.0, 'avg7': 3.82, 'avg30': 3.5, 'reverseHoloAvg1': 4.99, 'reverseHoloAvg7': 2.88, 'reverseHoloAvg30': 2.73}}",,,,,,
136,swsh4-2,Kakuna,Pokémon,['Stage 1'],,80,['Grass'],Weedle,,"[{'name': 'Shed Skin', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Heal 30 damage from this Pokémon.'}, {'name': 'Bug Bite', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'swsh4', 'name': 'Vivid Voltage', 'series': 'Sword & Shield', 'printedTotal': 185, 'total': 203, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'VIV', 'releaseDate': '2020/11/13', 'updatedAt': '2020/11/13 16:20:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh4/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh4/logo.png'}}",2,Naoyo Kimura,Uncommon,"While awaiting evolution, it hides from predators under leaves and in nooks of branches.",[14],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/2.png', 'large': 'https://images.pokemontcg.io/swsh4/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh4-2', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 3.95, 'market': 0.05, 'directLow': 0.03}, 'reverseHolofoil': {'low': 0.07, 'mid': 0.17, 'high': 3.95, 'market': 0.14, 'directLow': 0.11}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh4-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.04, 'lowPrice': 0.02, 'trendPrice': 0.04, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.17, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.2, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.04, 'avg30': 0.04, 'reverseHoloAvg1': 0.5, 'reverseHoloAvg7': 0.17, 'reverseHoloAvg30': 0.21}}",['Beedrill'],,D,,,
137,gym2-4,Erika's Venusaur,Pokémon,['Stage 2'],45,90,['Grass'],Erika's Ivysaur,,"[{'name': 'Growth', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Flip a coin. If heads, you may attach up to 2 Grass Energy cards from your hand to Erika's Venusaur.""}, {'name': 'Wide Solarbeam', 'cost': ['Grass', 'Grass', 'Grass', 'Grass'], 'convertedEnergyCost': 4, 'damage': '20', 'text': ""If your opponent has any Benched Pokémon, choose 2 of them (or 1 if he or she only has 1). This attack does 20 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'gym2', 'name': 'Gym Challenge', 'series': 'Gym', 'printedTotal': 132, 'total': 132, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'G2', 'releaseDate': '2000/10/16', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/gym2/symbol.png', 'logo': 'https://images.pokemontcg.io/gym2/logo.png'}}",4,Ken Sugimori,Rare Holo,,[3],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/gym2/4.png', 'large': 'https://images.pokemontcg.io/gym2/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/gym2-4', 'updatedAt': '2024/12/09', 'prices': {'1stEditionHolofoil': {'low': 0.78, 'mid': 83.0, 'high': 167.7, 'market': 197.23, 'directLow': None}, 'unlimitedHolofoil': {'low': 60.0, 'mid': 84.71, 'high': 200.0, 'market': 100.85, 'directLow': 102.07}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/gym2-4', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 85.89, 'lowPrice': 23.48, 'trendPrice': 92.07, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 55.62, 'lowPriceExPlus': 69.0, 'avg1': 30.0, 'avg7': 93.32, 'avg30': 73.18, 'reverseHoloAvg1': 60.0, 'reverseHoloAvg7': 45.62, 'reverseHoloAvg30': 61.54}}",,,,,,
